year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,degree_cleaned,is_honours,field_of_study
2022,NTU,"College of Humanities, Arts & Social Sciences",Economics,88.7,81.7,4187,4000,4270,4000,3600,4550,economics,0,Mathematics and Statistics
2022,NTU,"College of Humanities, Arts & Social Sciences",English,94.9,77.2,3574,3500,3699,3748,3200,4200,english,0,Arts and Humanities
2022,NTU,"College of Humanities, Arts & Social Sciences",History,86.5,80.8,3819,3800,3966,4000,3500,4250,history,0,Arts and Humanities
2022,NTU,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major8,87.9,66.7,4135,4200,4258,4271,3650,4750,inter-disciplinary double major8,0,Other
2022,NTU,"College of Humanities, Arts & Social Sciences",Linguistics,94.1,72.5,3452,3400,3513,3500,3150,3810,linguistics,0,Arts and Humanities
2022,NTU,"College of Humanities, Arts & Social Sciences",Philosophy ^,78.3,69.6,3476,3300,3515,3450,3000,3700,philosophy,0,Arts and Humanities
2022,NTU,"College of Humanities, Arts & Social Sciences",Psychology,79.8,69.7,3688,3635,3743,3668,3300,4015,psychology,0,Social Sciences
2022,NTU,"College of Humanities, Arts & Social Sciences",Public Policy,97.9,95.7,4122,4088,4167,4123,3650,4500,public policy,0,Social Sciences
2022,NTU,"College of Humanities, Arts & Social Sciences",Sociology,92.9,87.1,3816,3789,3904,3800,3450,4200,sociology,0,Social Sciences
2022,NTU,College of Science,Biological,93.9,83.2,3688,3600,3808,3600,3400,4100,biological,0,Science
2022,NTU,College of Science,Biological Sciences,71.4,50,4057,3800,4264,4050,3700,4300,biological sciences,0,Science
2022,NTU,College of Science,Biomedical Sciences,100,90,3300,3100,3415,3175,3080,3300,biomedical sciences,0,Medicine and Health Sciences
2022,NTU,College of Science,Chemistry,90.8,84,3759,3600,3863,3700,3400,4200,chemistry,0,Science
2022,NTU,College of Science,Environmental Earth Systems Sciences ^,100,88,4406,4008,4545,4023,3600,4959,environmental earth systems sciences,0,Science
2022,NTU,College of Science,Mathematical Sciences / Mathematical Sciences,86.5,79.4,4352,4250,4436,4300,3799,4800,mathematical sciences / mathematical sciences,0,Science
2022,NTU,College of Science,Physics,91.5,84.7,3917,4000,4067,4000,3683,4575,physics,0,Science
2022,NTU,National Institute of Education (NIE),Arts (with Education),100,100,3684,4000,4025,4129,3750,4300,arts (with education),0,Education
2022,NTU,National Institute of Education (NIE),Science (with Education) ^,100,100,4106,4275,4211,4300,4000,4470,science (with education),0,Education
2022,NTU,National Institute of Education (NIE),Sports Science,100,74.4,3657,3350,3762,3350,3200,4266,sports science,0,Science
2022,NTU,Lee Kong Chian School of Medicine,Medicine #,100,100,4779,4700,5532,5600,5199,6000,medicine,0,Medicine and Health Sciences
2022,SMU,School of Accountancy (4-year programme) *,Accountancy,98.1,96.1,4432,3800,4497,3825,3600,4600,accountancy,0,Business and Management
2022,SMU,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,100,98,5040,4000,5097,4025,3600,5500,accountancy cum laude and above,0,Business and Management
2022,SMU,School of Business (4-year programme) *,Business Management,94.3,86.5,4744,4208,4937,4400,3700,5200,business management,0,Business and Management
2022,SMU,School of Business (4-year programme) *,Business Management Cum Laude and above,97.4,93.1,5409,4600,5630,4800,4050,6084,business management cum laude and above,0,Business and Management
2022,SMU,School of Economics (4-year programme) *,Economics,97.2,89.9,4665,4500,4824,4500,4000,5200,economics,0,Mathematics and Statistics
2022,SMU,School of Economics (4-year programme) *,Economics (Cum Laude and above),100,98.6,5021,4500,5169,4500,4091,5700,economics (cum laude and above),0,Mathematics and Statistics
2022,SMU,School of Information Systems (4-year programme) *,Information Systems,95.1,93.4,5333,5235,5472,5400,4700,6166,information systems,0,Computer Science and IT
2022,SMU,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),96,94.4,5702,5500,5799,5638,4900,6500,information systems (cum laude and above),0,Computer Science and IT
2022,SMU,School of Social Sciences (4-year programme) *,Social Sciences,91.4,83.3,4076,3843,4265,4000,3500,4600,social sciences,0,Science
2022,SMU,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),94.3,88.6,4351,4008,4576,4316,3795,4900,social sciences (cum laude and above),0,Science
2022,SMU,School of Law (4-year programme) *,Law #,94.1,91.1,6063,6000,6221,6375,5500,6800,law,0,Law
2022,SMU,School of Law (4-year programme) *,Law (Cum Laude and above) #,92.4,92.4,6226,6338,6429,6400,6000,7000,law (cum laude and above),0,Law
2022,SUTD,,Bachelor of Engineering (Computer Science and Design),91.2,86.8,5539,5000,5725,5190,4600,6600,bachelor of engineering (computer science and design),0,Engineering
2022,SUTD,,Bachelor of Engineering (Engineering Product Development),94.9,92.3,4266,4150,4408,4200,3900,5000,bachelor of engineering (engineering product development),0,Engineering
2022,SUTD,,Bachelor of Engineering (Engineering Systems and Design),89.5,86,4929,4500,5046,4500,4000,5300,bachelor of engineering (engineering systems and design),0,Engineering
2022,SUTD,,Bachelor of Science (Architecture and Sustainable Design) ###,90.6,84.9,4281,4100,4335,4100,3900,4500,bachelor of science (architecture and sustainable design),0,Others
2022,SUSS,S R Nathan School of Human Development,Bachelor of Early Childhood Education,88.1,79.7,3090,3100,3188,3200,3000,3338,bachelor of early childhood education,0,Education
2022,SUSS,S R Nathan School of Human Development,Bachelor of Human Resource Management,93.8,75,3749,3525,3874,3588,3250,4000,bachelor of human resource management,0,Business and Management
2022,SUSS,S R Nathan School of Human Development,Bachelor of Social Work,91.9,80.6,3529,3640,3536,3640,3500,3640,bachelor of social work,0,Other
2022,SUSS,School of Business,Bachelor of Accountancy,96.4,94.6,3576,3600,3635,3600,3500,3663,bachelor of accountancy,0,Business and Management
2022,SUSS,School of Business,Bachelor of Science in Business Analytics,93,86,4432,4500,4540,4660,4000,5000,bachelor of science in business analytics,0,Business and Management
2022,SUSS,School of Business,Bachelor of Science in Finance,97.2,86.1,4149,4000,4483,4000,3800,5250,bachelor of science in finance,0,Business and Management
2022,SUSS,School of Business,Bachelor of Science in Marketing,87.2,75.6,3664,3500,3827,3600,3220,4100,bachelor of science in marketing,0,Business and Management
2022,SUSS,School of Business,Bachelor of Science in Supply Chain Management,98.4,90.6,3629,3500,3702,3500,3300,3900,bachelor of science in supply chain management,0,Business and Management
2022,SUSS,School of Law,Bachelor of Law **,,,,,,,,,bachelor of law,0,Law
2022,SIT,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,67.9,60.7,3847.352941,3500,3883.823529,3600,3400,4250,bachelor of arts in game design,0,Design and Media
2022,SIT,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,77.1,54.3,3605.789474,3500,3628.304211,3500,3000,3825,bachelor of fine arts in digital art and animation,0,Design and Media
2022,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,90.6,84.4,4592.846154,4375,4680.538462,4490,4250,5200,bachelor of science in computer science and game design,0,Design and Media
2022,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,100,95.6,5575.963095,5500,5678.963095,5500,4700,6656.25,bachelor of science in computer science in real-time interactive simulation,0,Computer Science and IT
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,91.8,91.8,3811.572414,3600,3841.344483,3600,3600,4000,bachelor of accountancy with,1,Business and Management
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),98,96,4798.275,4800,4926.782083,4800,4215.5,5563.435,bachelor of engineering with in information & communications technology (information security),1,Arts and Humanities
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),98.1,98.1,5168.679804,5000,5313.326863,5200,4798,5900,bachelor of engineering with in information & communications technology (software engineering),1,Arts and Humanities
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Aircraft Systems Engineering,91.2,85.3,4102.172414,4400,4167.689655,4400,3000,4900,bachelor of engineering with in aircraft systems engineering,1,Engineering
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,96.6,91.5,3790.612115,3755,4084.869038,3955,3502.5,4300,bachelor of engineering with in pharmaceutical engineering,1,Engineering
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),100,97.6,3819.25,3725,3879.45,3775,3585,4050,bachelor of engineering with in sustainable infrastructure engineering (building services),1,Engineering
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),93.3,93.3,4114.998889,3700,4302.517407,4000,3700,4800,bachelor of engineering with in sustainable infrastructure engineering (land),1,Engineering
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),81.4,65.1,4340.776786,4500,4400.241071,4687.5,4032.5,4800,bachelor of engineering with in telematics (intelligent transportation systems engineering),1,Engineering
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,95.5,90,3236.838384,3200,3468.686869,3300,3000,3740,bachelor of hospitality business with,1,Business and Management
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Science (Air Transport Management),90,80,3888.294194,3700,4159.150645,3980,3501,4365,bachelor of science (air transport management),0,Business and Management
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Science (Diagnostic Radiography),100,100,3558.162791,3500,3835.857674,3800,3650,3990,bachelor of science (diagnostic radiography),0,Medicine and Health Sciences
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Science (Occupational Therapy),97.1,95.7,3604.91791,3600,3630.268657,3668.5,3500,3800,bachelor of science (occupational therapy),0,Medicine and Health Sciences
2022,SIT,Singapore Institute of Technology (SIT),Bachelor of Science (Radiation Therapy) ^,90.9,90.9,3615.4,3600,3767.9,3775,3500,4060,bachelor of science (radiation therapy),0,Medicine and Health Sciences
2022,SIT,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),92.7,92.7,4842.905405,4800,4912.635135,4800,4574,5500,bachelor of engineering with in systems engineering (electromechanical systems),1,Engineering
2022,SIT,SIT- Massey University,Bachelor of Food Technology with Honours,93.2,81.8,3271.805556,3300,3380.138889,3300,3050,3600,bachelor of food technology with,1,Science
2022,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,79.7,70.3,3936.25,3900,4215.522727,4100,3785,4650,bachelor of engineering with in chemical engineering,1,Engineering
2022,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,86.4,84.7,4103.58,4000,4179.98,4100,3700,4510,bachelor of engineering with in electrical power engineering,1,Engineering
2022,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,93.5,93.5,4069.310345,3800,4211.034483,3900,3750,4400,bachelor of engineering with in marine engineering,1,Engineering
2022,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,88.5,80.3,4084.244898,4000,4291.64898,4100,3710,4500,bachelor of engineering with in mechanical design and manufacturing engineering,1,Engineering
2022,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,100,4390,3900,4540,4000,3800,5650,bachelor of engineering with in naval architecture,1,Others
2022,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,90.5,85.7,3555.555556,3500,3797.611111,3675,3500,3900,bachelor of engineering with in offshore engineering,1,Engineering
2022,SIT,SIT-Trinity College Dublin,Bachelor in Science (Physiotherapy),98.1,98.1,3638.99,3630,3697.075,3674.25,3500,3850,bachelor in science (physiotherapy),0,Medicine and Health Sciences
2022,SIT,SIT-University of Glasgow,Bachelor of Engineering with Honours in Aerospace Engineering,74.3,62.9,4085.454545,3750,4371.636364,4200,3500,4400,bachelor of engineering with in aerospace engineering,1,Engineering
2022,SIT,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,90.1,87.3,3932.42623,3800,4005.885246,3800,3700,4300,bachelor of engineering with in civil engineering,1,Engineering
2022,SIT,SIT-University of Glasgow,Bachelor of Engineering with Honours in Mechanical Engineering,82.9,77.6,4070.236842,3900,4236.473684,4000,3800,4500,bachelor of engineering with in mechanical engineering,1,Engineering
2022,SIT,SIT-University of Glasgow,Bachelor of Science with Honours in Computing Science,91.2,86.8,4979.817069,5000,5113.31719,5000,4800,5500,bachelor of science with in computing science,1,Computer Science and IT
2022,SIT,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,98.6,88.4,3511.114754,3458,3796.516393,3800,3500,4100,bachelor of science with in nursing,1,Science
2022,SIT,Technische Universität München,Bachelor of Science in Chemical Engineering,94.1,85.3,3704.482759,3600,4002.482759,3950,3600,4300,bachelor of science in chemical engineering,0,Engineering
2022,SIT,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology ^,95,85,4522.2,4200,4605.533333,4280,4000,4800,bachelor of science in electrical engineering & information technology,0,Engineering
2022,SIT,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management ^,89.5,78.9,2609,2450,2969,3050,2300,3500,bachelor of business administration in food business management,0,Business and Management
2022,SIT,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,90.5,85.7,4277.888889,4050,4533.247222,4560.835,4000,5293,bachelor of arts with in criminology and security,1,Arts and Humanities
